state,county,date,city,college,cases,cases_2021
New York,New York City,2021-05-26,New York City,Elyon College,0,0.0
New York,Erie,2021-05-26,Buffalo,Erie Community College,115,68.0
New York,Albany,2021-05-26,Albany,Excelsior College,0,0.0
New York,Nassau,2021-05-26,Farmingdale,Farmingdale State College,282,180.0
New York,New York City,2021-05-26,New York City,Fashion Institute of Technology,130,101.0
New York,Ontario,2021-05-26,Canandaigua,Finger Lakes Community College,109,83.0
New York,Ontario,2021-05-26,Geneva,Finger Lakes Health College of Nursing & Health Sciences,9,4.0
New York,Suffolk,2021-05-26,Dix Hills,Five Towns College,51,29.0
New York,New York City,2021-05-26,New York City,Fordham University,1060,855.0
New York,Fulton,2021-05-26,Johnstown,Fulton-Montgomery Community College,34,27.0
New York,Genesee,2021-05-26,Batavia,Genesee Community College,53,25.0
New York,New York City,2021-05-26,New York City,Glasgow Caledonian New York College,1,1.0
New York,Oneida,2021-05-26,Clinton,Hamilton College,63,34.0
New York,Otsego,2021-05-26,Oneonta,Hartwick College,261,188.0
New York,New York City,2021-05-26,New York City,Hebrew Union College-Jewish Institute of Religion,0,0.0
New York,New York City,2021-05-26,New York City,Helene Fuld College of Nursing,81,78.0
New York,Herkimer,2021-05-26,Herkimer,Herkimer County Community College,30,19.0
New York,Erie,2021-05-26,Hamburg,Hilbert College,66,49.0
New York,Ontario,2021-05-26,Geneva,Hobart William Smith Colleges,291,227.0
New York,Nassau,2021-05-26,Hempstead,Hofstra University,437,253.0
New York,Allegany,2021-05-26,Houghton,Houghton College,40,39.0
New York,Rensselaer,2021-05-26,Troy,Hudson Valley Community College,106,50.0
New York,New York City,2021-05-26,New York City,Icahn School of Medicine at Mount Sinai,27,19.0
New York,Westchester,2021-05-26,New Rochelle,Iona College,362,
New York,Tompkins,2021-05-26,Ithaca ,Ithaca College,193,91.0
New York,Chautauqua,2021-05-26,Jamestown,Jamestown Business College,1,1.0
New York,Chautauqua,2021-05-26,Jamestown,Jamestown Community College,55,30.0
New York,Jefferson,2021-05-26,Watertown,Jefferson Community College,41,28.0
New York,Yates,2021-05-26,Keuka Park,Keuka College,160,37.0
New York,Onondaga,2021-05-26,Syracuse,Le Moyne College,144,66.0
New York,New York City,2021-05-26,New York City,Long Island Business Institute,1,0.0
New York,Nassau,2021-05-26,Brookville,Long Island University,320,162.0
New York,New York City,2021-05-26,New York City,Manhattan College,416,346.0
New York,Westchester,2021-05-26,Purchase,Manhattanville College,91,83.0
New York,Albany,2021-05-26,Albany,Maria College of Albany,50,38.0
New York,Dutchess,2021-05-26,Poughkeepsie,Marist College,864,686.0
New York,New York City,2021-05-26,New York City,Marymount Manhattan College,46,34.0
New York,Erie,2021-05-26,Buffalo,Medaille College,97,53.0
New York,Westchester,2021-05-26,Dobbs Ferry,Mercy College,168,118.0
New York,New York City,2021-05-26,New York City,Metropolitan College of New York,15,15.0
New York,Albany,2021-05-26,Albany,Mildred Elley School-Albany Campus,11,6.0
New York,New York City,2021-05-26,New York City,Mildred Elley-New York Campus,11,5.0
New York,Oneida,2021-05-26,Utica,Mohawk Valley Community College,36,27.0
New York,Nassau,2021-05-26,Rockville Centre,Molloy College,188,124.0
New York,New York City,2021-05-26,New York City,Monroe College,108,62.0
New York,Monroe,2021-05-26,Rochester,Monroe Community College,377,200.0
New York,Orange,2021-05-26,Newburgh,Mount Saint Mary College,146,111.0
New York,Nassau,2021-05-26,Garden City,Nassau Community College,163,102.0
New York,Monroe,2021-05-26,Rochester,Nazareth College,237,124.0
New York,New York City,2021-05-26,New York City,New York Automotive and Diesel Institute,1,1.0
New York,Seneca,2021-05-26,Seneca Falls,New York Chiropractic College,33,26.0
New York,Nassau,2021-05-26,Syosset,New York College of Health Professions,29,20.0
New York,New York City,2021-05-26,New York City,New York College of Podiatric Medicine,7,5.0
New York,Nassau,2021-05-26,Mineola,New York College of Traditional Chinese Medicine,24,8.0
New York,Nassau,2021-05-26,Old Westbury,New York Institute of Technology,127,92.0
New York,New York City,2021-05-26,New York City,New York Law School,11,8.0
New York,Westchester,2021-05-26,Valhalla,New York Medical College,52,38.0
New York,New York City,2021-05-26,New York City,New York School of Interior Design,12,11.0
New York,New York City,2021-05-26,New York City,New York University,2389,1599.0
New York,Niagara,2021-05-26,Sanborn,Niagara County Community College,225,122.0
New York,Niagara,2021-05-26,Niagara,Niagara University,290,92.0
New York,Monroe,2021-05-26,Rochester,Northeastern Seminary,3,0.0
New York,New York City,2021-05-26,New York City,Nyack College,43,33.0
New York,Onondaga,2021-05-26,Syracuse,Onondaga Community College,143,84.0
New York,Orange,2021-05-26,Middletown,Orange County Community College,53,38.0
New York,New York City,2021-05-26,New York City,Pace University,285,141.0
New York,New York City,2021-05-26,New York City,Pacific College of Oriental Medicine,15,12.0
New York,Franklin,2021-05-26,Paul Smiths,Paul Smiths College,8,7.0
New York,New York City,2021-05-26,New York City,Plaza College,5,2.0
New York,New York City,2021-05-26,New York City,Pratt Institute,39,27.0
New York,Rensselaer,2021-05-26,Troy,Rensselaer Polytechnic Institute,209,175.0
New York,Monroe,2021-05-26,Rochester,Roberts Wesleyan College,57,23.0
New York,Monroe,2021-05-26,Rochester,Rochester Institute of Technology,457,317.0
New York,New York City,2021-05-26,New York City,Rockefeller University,93,47.0
New York,Rockland,2021-05-26,Suffern,Rockland Community College,81,61.0
New York,Rensselaer,2021-05-26,Troy,Russell Sage College,43,32.0
New York,Albany,2021-05-26,Albany,SUNY Albany,843,386.0
New York,Allegany,2021-05-26,Alfred,SUNY Alfred State College of Technology,278,152.0
New York,Broome,2021-05-26,Vestal,SUNY Binghamton,1567,1048.0
New York,Monroe,2021-05-26,Brockport,SUNY Brockport,483,332.0
New York,Broome,2021-05-26,Binghamton,SUNY Broome Community College,90,42.0
New York,Erie,2021-05-26,Buffalo,SUNY Buffalo State,349,200.0
New York,St. Lawrence,2021-05-26,Canton,SUNY Canton,114,103.0
New York,Schoharie,2021-05-26,Cobleskill,SUNY Cobleskill,156,133.0
New York,St. Lawrence,2021-05-26,Potsdam,SUNY College at Potsdam,201,174.0
New York,Onondaga,2021-05-26,Syracuse,SUNY College of Environmental Science and Forestry,76,59.0
New York,New York City,2021-05-26,New York City,SUNY College of Optometry,63,36.0
New York,Steuben,2021-05-26,Corning,SUNY Corning Community College,58,21.0
New York,Cortland,2021-05-26,Cortland,SUNY Cortland,1260,481.0
New York,Delaware,2021-05-26,Delhi,SUNY Delhi,126,103.0
New York,New York City,2021-05-26,New York City,SUNY Downstate Health Sciences University,223,124.0
New York,Saratoga,2021-05-26,Saratoga Springs,SUNY Empire State College,28,1.0
New York,Livingston,2021-05-26,Geneseo,SUNY Geneseo,619,522.0
New York,New York City,2021-05-26,New York City,SUNY Maritime College,224,171.0
New York,Madison,2021-05-26,Morrisville,SUNY Morrisville,124,78.0
New York,Ulster,2021-05-26,New Paltz,SUNY New Paltz,440,331.0
New York,Nassau,2021-05-26,Old Westbury,SUNY Old Westbury,90,57.0
New York,Otsego,2021-05-26,Oneonta,SUNY Oneonta,998,235.0
New York,Oswego,2021-05-26,Oswego,SUNY Oswego,629,281.0
New York,Clinton,2021-05-26,Plattsburgh,SUNY Plattsburgh,491,348.0
New York,Oneida,2021-05-26,Utica,SUNY Polytechnic Institute,50,27.0
New York,Westchester,2021-05-26,Purchase,SUNY Purchase College,120,75.0
New York,Erie,2021-05-26,Buffalo,SUNY University at Buffalo,1043,583.0
New York,Westchester,2021-05-26,Valhalla,SUNY Westchester Community College,280,176.0
New York,Chautauqua,2021-05-26,Fredonia,SUNY at Fredonia,375,154.0
New York,Oneida,2021-05-26,Utica,Saint Elizabeth College of Nursing,16,9.0
New York,Westchester,2021-05-26,Bronxville,Sarah Lawrence College,53,41.0
New York,Schenectady,2021-05-26,Schenectady,Schenectady County Community College,36,20.0
New York,Albany,2021-05-26,Loudonville,Siena College,523,314.0
New York,Saratoga,2021-05-26,Saratoga Springs,Skidmore College,95,74.0
New York,New York City,2021-05-26,New York City,Sotheby's Institute of Art,0,0.0
New York,Cattaraugus,2021-05-26,St. Bonaventure,St. Bonaventure University,264,107.0
New York,New York City,2021-05-26,New York City,St. Francis College,69,51.0
New York,Monroe,2021-05-26,Rocheser,St. John Fisher College,221,114.0
New York,New York City,2021-05-26,New York City,St. John's University,631,505.0
New York,Suffolk,2021-05-26,Patchogue,St. Joseph's College Long Island,77,49.0
New York,New York City,2021-05-26,New York City,St. Joseph's College New York,30,13.0
New York,Onondaga,2021-05-26,Syracuse,St. Joseph's College of Nursing,19,4.0
New York,St. Lawrence,2021-05-26,Canton,St. Lawrence University,123,89.0
New York,Rockland,2021-05-26,Sparkill,St. Thomas Aquinas College,163,123.0
New York,Suffolk,2021-05-26,Stony Brook,Stony Brook University,1126,481.0
New York,Suffolk,2021-05-26,Selden,Suffolk County Community College,334,154.0
New York,Sullivan,2021-05-26,Loch Sheldrake,Sullivan County Community College,12,9.0
New York,New York City,2021-05-26,New York City,Swedish Institute a College of Health Sciences,8,6.0
New York,Onondaga,2021-05-26,Syracuse,Syracuse University,1928,1127.0
New York,Albany,2021-05-26,Albany,The College of Saint Rose,184,157.0
New York,Westchester,2021-05-26,White Plains,The College of Westchester,11,7.0
New York,New York City,2021-05-26,New York City,"The Graduate Center, CUNY",62,54.0
New York,New York City,2021-05-26,New York City,The King's College,21,17.0
New York,New York City,2021-05-26,New York City,The New School,142,122.0
New York,Tompkins,2021-05-26,Dryden,Tompkins Cortland Community College,68,23.0
New York,New York City,2021-05-26,New York City,Touro College,62,27.0
New York,Erie,2021-05-26,Buffalo,Trocaire College,87,62.0
New York,Ulster,2021-05-26,Stone Ridge,Ulster County Community College,18,9.0
New York,Schenectady,2021-05-26,Schenectady,Union College,303,269.0
New York,Nassau,2021-05-26,Kings Point,United States Merchant Marine Academy,5,2.0
New York,Orange,2021-05-26,West Point,United States Military Academy West Point,328,60.0
New York,Monroe,2021-05-26,Rochester,University of Rochester,408,312.0
New York,Onondaga,2021-05-26,Syracuse,Upstate Medical University,566,260.0
New York,Oneida,2021-05-26,Utica,Utica College,235,162.0
New York,Dutchess,2021-05-26,Poughkeepsie,Vassar College,195,144.0
New York,New York City,2021-05-26,New York City,Vaughn College of Aeronautics and Technology,197,190.0
New York,Erie,2021-05-26,Buffalo,Villa Maria College,50,42.0
New York,New York City,2021-05-26,New York City,Wagner College,139,99.0
New York,Nassau,2021-05-26,Glen Cove,Webb Institute,3,2.0
New York,New York City,2021-05-26,New York City,Weill Cornell Medical College,64,52.0
New York,Cayuga,2021-05-26,Aurora,Wells College,19,13.0
New York,Warren,2021-05-26,Pottersville,Word of Life Bible Institute,13,12.0
New York,New York City,2021-05-26,New York City,Yeshiva University,112,107.0
North Carolina,Watauga,2021-05-26,Boone,Appalachian State University,1954,612.0
North Carolina,Wilson,2021-05-26,Wilson,Barton College,198,90.0
North Carolina,Gaston,2021-05-26,Belmont,Belmont Abbey College,66,
North Carolina,Transylvania,2021-05-26,Brevard,Brevard College,126,106.0
North Carolina,Harnett,2021-05-26,Bules Creek,Campbell University,397,248.0
North Carolina,Mecklenburg,2021-05-26,Charlotte,Carolinas College of Health Sciences,25,7.0
North Carolina,Rowan,2021-05-26,Salisbury,Catawba College,184,139.0
North Carolina,Hertford,2021-05-26,Murfreesboro,Chowan University,46,21.0
North Carolina,Mecklenburg,2021-05-26,Davidson,Davidson College,217,169.0
North Carolina,Durham,2021-05-26,Durham,Duke University,1202,935.0
North Carolina,Durham,2021-05-26,Durham,Durham Technical Community College,31,16.0
North Carolina,Pitt,2021-05-26,Greenville,East Carolina University,2397,809.0
North Carolina,Pasquotank,2021-05-26,Elizabeth City,Elizabeth City State University,138,63.0
North Carolina,Alamance,2021-05-26,Elon,Elon University,1470,537.0
North Carolina,Cumberland,2021-05-26,Fayetteville,Fayetteville State University,399,243.0
North Carolina,Cleveland,2021-05-26,Boiling Springs,Gardner-Webb University,370,204.0
North Carolina,Guilford,2021-05-26,Greensboro,Greensboro College,96,48.0
North Carolina,Guilford,2021-05-26,Greensboro,Guilford College,159,123.0
North Carolina,Guilford,2021-05-26,High Point,High Point University,153,
North Carolina,Mecklenburg,2021-05-26,Charlotte,Johnson & Wales University-Charlotte,38,27.0
North Carolina,Mecklenburg,2021-05-26,Charlotte,Johnson C Smith University,11,7.0
North Carolina,Avery,2021-05-26,Banner Elk,Lees-McRae College ,84,47.0
North Carolina,Catawba,2021-05-26,Hickory,Lenoir-Rhyne University,82,28.0
North Carolina,Rowan,2021-05-26,Salisbury,Livingstone College,1,
North Carolina,Madison,2021-05-26,Mars Hill,Mars Hill University,123,61.0
North Carolina,Wake,2021-05-26,Raleigh,Meredith College,92,30.0
North Carolina,Cumberland,2021-05-26,Fayetteville,Methodist University,37,
North Carolina,Buncombe,2021-05-26,Montreat,Montreat College,88,40.0
North Carolina,Guilford,2021-05-26,Greensboro,North Carolina A&T State University,1317,741.0
North Carolina,Durham,2021-05-26,Durham,North Carolina Central University,347,210.0
North Carolina,Wake,2021-05-26,Raleigh,North Carolina State University,3552,1660.0
North Carolina,Nash,2021-05-26,Rocky Mount,North Carolina Wesleyan College,172,102.0
North Carolina,Stanly,2021-05-26,Misenheimer,Pfeiffer University,95,42.0
North Carolina,Mecklenburg,2021-05-26,Charlotte,Queens University of Charlotte,164,162.0
North Carolina,Wake,2021-05-26,Raleigh,Saint Augustine's University,43,43.0
North Carolina,Forsyth,2021-05-26,Winston-Salem,Salem College,0,
North Carolina,Wake,2021-05-26,Raleigh,Shaw University,49,19.0
North Carolina,Wayne,2021-05-26,Mount Olive,University of Mount Olive,162,71.0
North Carolina,Buncombe,2021-05-26,Asheville,University of North Carolina Asheville,101,65.0
North Carolina,Forsyth,2021-05-26,Winston Salem,University of North Carolina School of the Arts,109,75.0
North Carolina,New Hanover,2021-05-26,Wilmington,University of North Carolina Wilmington,1430,605.0
North Carolina,Orange,2021-05-26,Chapel Hill,University of North Carolina at Chapel Hill,2478,965.0
North Carolina,Mecklenburg,2021-05-26,Charlotte,University of North Carolina at Charlotte,1726,640.0
North Carolina,Guilford,2021-05-26,Greensboro,University of North Carolina at Greensboro,629,300.0
North Carolina,Robeson,2021-05-26,Pembroke,University of North Carolina at Pembroke,564,105.0
North Carolina,Forsyth,2021-05-26,Winston-Salem,Wake Forest University,1645,977.0
North Carolina,Wake,2021-05-26,Raleigh,Wake Technical Community College,150,82.0
North Carolina,Buncombe,2021-05-26,Swannanoa,Warren Wilson College,10,8.0
North Carolina,Jackson,2021-05-26,Cullowhee,Western Carolina University,756,298.0
North Carolina,Wake,2021-05-26,Raleigh,William Peace University,100,20.0
North Carolina,Union,2021-05-26,Wingate,Wingate University,339,222.0
North Carolina,Forsyth,2021-05-26,Winston-Salem,Winston-Salem State University,299,163.0
North Dakota,Burleigh,2021-05-26,Bismarck,Bismarck State College,291,39.0
North Dakota,Bottineau,2021-05-26,Bottineau,Dakota College at Bottineau,100,9.0
North Dakota,Stark,2021-05-26,Dickinson,Dickinson State University,182,18.0
North Dakota,Ramsey,2021-05-26,Devils Lake,Lake Region State College,93,10.0
North Dakota,Traill,2021-05-26,Mayville,Mayville State University,144,7.0
North Dakota,Ward,2021-05-26,Minot,Minot State University,623,60.0
North Dakota,Richland,2021-05-26,Wahpeton,North Dakota State College of Science,284,28.0
North Dakota,Cass,2021-05-26,Fargo,North Dakota State University,1019,152.0
North Dakota,Mountrail,2021-05-26,New Town,Nueta Hidatsa Sahnish College,2,
North Dakota,Sioux,2021-05-26,Fort Yates,Sitting Bull College,12,
North Dakota,Burleigh,2021-05-26,Bismarck,University of Mary,0,
North Dakota,Grand Forks,2021-05-26,Grand Forks,University of North Dakota,2219,258.0
North Dakota,Barnes,2021-05-26,Valley City,Valley City State University,168,28.0
North Dakota,Williams,2021-05-26,Williston,Williston State College,143,6.0
Northern Mariana Islands,,2021-05-26,Saipan,Northern Marianas College,0,0.0
Ohio,Montgomery,2021-05-26,Dayton,Air Force Institute of Technology-Graduate School of Engineering & Management,0,
Ohio,Ashland,2021-05-26,Ashland,Ashland University,354,203.0
Ohio,Cuyahoga,2021-05-26,Berea,Baldwin Wallace University,362,174.0
Ohio,Allen,2021-05-26,Bluffton,Bluffton University,4,
Ohio,Wood,2021-05-26,Bowling Green,Bowling Green State University,1477,498.0
Ohio,Erie,2021-05-26,Huron,Bowling Green State University Firelands,17,2.0
Ohio,Franklin,2021-05-26,Columbus,Capital University,82,40.0
Ohio,Cuyahoga,2021-05-26,Cleveland,Case Western Reserve University,484,290.0
Ohio,Greene,2021-05-26,Cedarville,Cedarville University,29,
Ohio,Greene,2021-05-26,Wilberforce,Central State University,79,18.0
Ohio,Clark,2021-05-26,Springfield,Clark State Community College,43,9.0
Ohio,Cuyahoga,2021-05-26,Cleveland,Cleveland State University,240,197.0
Ohio,Franklin,2021-05-26,Columbus,Columbus College of Art and Design,9,5.0
Ohio,Cuyahoga,2021-05-26,Cleveland,Cuyahoga Community College District,144,71.0
Ohio,Defiance,2021-05-26,Defiance,Defiance College,69,
Ohio,Licking,2021-05-26,Granville,Denison University,121,94.0
Ohio,Jefferson,2021-05-26,Steubenville,Franciscan University of Steubenville,411,252.0
Ohio,Seneca,2021-05-26,Tiffin,Heidelberg University,183,72.0
Ohio,Portage,2021-05-26,Hiram,Hiram College,57,33.0
Ohio,Cuyahoga,2021-05-26,University Heights,John Carroll University,386,183.0
Ohio,Portage,2021-05-26,Kent,Kent State University,1213,342.0
Ohio,Geauga,2021-05-26,Burton,Kent State University Geauga Campus,4,4.0
Ohio,Ashtabula,2021-05-26,Ashtabula,Kent State University at Ashtabula,15,15.0
Ohio,Columbiana,2021-05-26,East Liverpool,Kent State University at East Liverpool,3,3.0
Ohio,Columbiana,2021-05-26,Salem,Kent State University at Salem,11,11.0
Ohio,Stark,2021-05-26,North Canton,Kent State University at Stark,12,11.0
Ohio,Trumbull,2021-05-26,Warren,Kent State University at Trumbull,9,9.0
Ohio,Tuscarawas,2021-05-26,New Philadelphia,Kent State University at Tuscarawas,3,0.0
Ohio,Knox,2021-05-26,Gambier,Kenyon College,97,75.0
Ohio,Lake,2021-05-26,Painesville,Lake Erie College,243,196.0
Ohio,Lorain,2021-05-26,Elyria,Lorain County Community College,96,
Ohio,Lucas,2021-05-26,Sylvania,Lourdes University,163,42.0
Ohio,Stark,2021-05-26,Canton,Malone University,136,41.0
Ohio,Washington,2021-05-26,Marietta,Marietta College,237,96.0
Ohio,Butler,2021-05-26,Oxford,Miami University (Ohio),3429,843.0
Ohio,Hamilton,2021-05-26,Cincinnati,Mount Saint Joseph University,206,72.0
Ohio,Muskingum,2021-05-26,New Concord,Muskingum University,171,107.0
Ohio,Richland,2021-05-26,Mansfield,North Central State College,64,16.0
Ohio,Portage,2021-05-26,Rootstown,Northeast Ohio Medical University,105,46.0
Ohio,Cuyahoga,2021-05-26,Cleveland,Notre Dame College,78,
Ohio,Lorain,2021-05-26,Oberlin,Oberlin College,45,17.0
Ohio,Franklin,2021-05-26,Columbus,Ohio Dominican University,176,61.0
Ohio,Hardin,2021-05-26,Ada,Ohio Northern University,220,95.0
Ohio,Franklin,2021-05-26,Columbus,Ohio State University,8008,2186.0
Ohio,Athens,2021-05-26,Athens,Ohio University,2071,
Ohio,Ross,2021-05-26,Chillicothe,Ohio University-Chillicothe,33,
Ohio,Belmont,2021-05-26,St. Clairesville,Ohio University-Eastern,7,2.0
Ohio,Fairfield,2021-05-26,Lancaster,Ohio University-Lancaster,16,
Ohio,Lawrence,2021-05-26,Irontown,Ohio University-Southern ,29,14.0
Ohio,Muskingum,2021-05-26,Zanesville,Ohio University-Zanesville ,28,18.0
Ohio,Delaware,2021-05-26,Delaware,Ohio Wesleyan University,157,16.0
Ohio,Franklin,2021-05-26,Westerville,Otterbein University,286,132.0
Ohio,Scioto,2021-05-26,Portsmouth,Shawnee State University,314,169.0
Ohio,Montgomery,2021-05-26,Dayton,Sinclair Community College,75,24.0
Ohio,Sandusky,2021-05-26,Fremont,Terra State Community College,62,11.0
Ohio,Wayne,2021-05-26,Wooster,The College of Wooster,80,56.0
Ohio,Hancock,2021-05-26,Findlay,The University of Findlay,508,211.0
Ohio,Seneca,2021-05-26,Tiffin,Tiffin University,91,19.0
Ohio,Summit,2021-05-26,Akron,University of Akron,693,304.0
Ohio,Hamilton,2021-05-26,Cincinnati,University of Cincinnati,3288,1449.0
Ohio,Montgomery,2021-05-26,Dayton,University of Dayton,1870,280.0
Ohio,Stark,2021-05-26,Alliance,University of Mount Union,370,146.0
Ohio,Lucas,2021-05-26,Toledo,University of Toledo,1077,306.0
Ohio,Cuyahoga,2021-05-26,Pepper Pike,Ursuline College,111,67.0
Ohio,Stark,2021-05-26,North Canton,Walsh University,161,
Ohio,Clinton,2021-05-26,Wilmington,Wilmington College,103,32.0
Ohio,Clark,2021-05-26,Springfield,Wittenberg University,287,70.0
Ohio,Montgomery,2021-05-26,Dayton,Wright State University,246,78.0
Ohio,Mercer,2021-05-26,Celina,Wright State University-Lake Campus,16,4.0
Ohio,Hamilton,2021-05-26,Cincinnati,Xavier University,46,
Ohio,Mahoning,2021-05-26,Youngstown,Youngstown State University,557,280.0
Oklahoma,Comanche,2021-05-26,Lawton,Cameron University,256,97.0
Oklahoma,Pontotoc,2021-05-26,Ada,East Central University,10,
Oklahoma,Logan,2021-05-26,Langston,Langston University,88,24.0
Oklahoma,Cherokee,2021-05-26,Tahlequah,Northeastern State University,144,
Oklahoma,Kay,2021-05-26,Tonkawa,Northern Oklahoma College,198,24.0
Oklahoma,Woods,2021-05-26,Alva,Northwestern Oklahoma State University,154,2.0
Oklahoma,Pottawatomie,2021-05-26,Shawnee,Oklahoma Baptist University,0,
Oklahoma,Oklahoma,2021-05-26,Edmond,Oklahoma Christian University,257,71.0
Oklahoma,Oklahoma,2021-05-26,Oklahoma City,Oklahoma City University,36,
Oklahoma,Texas,2021-05-26,Goodwell,Oklahoma Panhandle State University,90,
Oklahoma,Payne,2021-05-26,Stillwater,Oklahoma State University,2760,394.0
Oklahoma,Tulsa,2021-05-26,Tulsa,Oklahoma State University Center for Health Sciences,127,37.0
Oklahoma,Okmulgee,2021-05-26,Okmulgee,Oklahoma State University Institute of Technology,108,60.0
Oklahoma,Oklahoma,2021-05-26,Oklahoma City,Oklahoma State University-Oklahoma City,6,
Oklahoma,Tulsa,2021-05-26,Tulsa,Oral Roberts University,1,
Oklahoma,Rogers,2021-05-26,Claremore,Rogers State University,68,68.0
Oklahoma,Oklahoma,2021-05-26,Midwest City,Rose State College,165,35.0
Oklahoma,Bryan,2021-05-26,Durant,Southeastern Oklahoma State University,367,147.0
Oklahoma,Oklahoma,2021-05-26,Bethany,Southern Nazarene University,0,
Oklahoma,Custer,2021-05-26,Weatherford,Southwestern Oklahoma State University,442,77.0
Oklahoma,Oklahoma,2021-05-26,Edmond,University of Central Oklahoma,893,167.0
Oklahoma,Cleveland,2021-05-26,Norman,University of Oklahoma,1088,253.0
Oklahoma,Grady,2021-05-26,Chickasha,University of Science and Arts of Oklahoma,37,
Oklahoma,Tulsa,2021-05-26,Tulsa,University of Tulsa,358,75.0
Oregon,Union,2021-05-26,La Grande,Eastern Oregon University,154,71.0
Oregon,Yamhill,2021-05-26,Newberg,George Fox University,108,52.0
Oregon,Lane,2021-05-26,Eugene,Lane Community College,35,17.0
Oregon,Multnomah,2021-05-26,Portland,Lewis & Clark College,29,16.0
Oregon,Yamhill,2021-05-26,McMinnville,Linfield University,75,58.0
Oregon,Multnomah,2021-05-26,Portland,Linfield University-School of Nursing,6,1.0
Oregon,Multnomah,2021-05-26,Portland,Oregon Health & Science University,483,
Oregon,Klamath,2021-05-26,Klamath Falls ,Oregon Institute of Technology,112,37.0
Oregon,Benton,2021-05-26,Corvallis,Oregon State University,1161,837.0
Oregon,Deschutes,2021-05-26,Bend,Oregon State University-Cascades,36,25.0
Oregon,Washington,2021-05-26,Forest Grove,Pacific University,63,40.0
Oregon,Multnomah,2021-05-26,Portland,Portland State University,45,23.0
Oregon,Multnomah,2021-05-26,Portland,Reed College,33,12.0
Oregon,Jackson,2021-05-26,Ashland,Southern Oregon University,127,71.0
Oregon,Lane,2021-05-26,Eugene,University of Oregon,1883,1187.0
Oregon,Multnomah,2021-05-26,Portland,University of Portland,53,47.0
Oregon,Polk,2021-05-26,Mounmouth,Western Oregon University,75,54.0
Oregon,Marion,2021-05-26,Salem,Willamette University,27,8.0
Pennsylvania,Berks,2021-05-26,Reading,Albright College,142,63.0
Pennsylvania,Crawford,2021-05-26,Meadville,Allegheny College,105,62.0
Pennsylvania,Berks,2021-05-26,Reading,Alvernia University,22,
Pennsylvania,Montgomery,2021-05-26,Glenslide,Arcadia University,86,78.0
Pennsylvania,Columbia,2021-05-26,Bloomsburg,Bloomsburg University of Pennsylvania,587,203.0
Pennsylvania,Montgomery,2021-05-26,Bryn Athyn,Bryn Athyn College,18,13.0
Pennsylvania,Montgomery,2021-05-26,Bryn Mawr,Bryn Mawr College,48,26.0
Pennsylvania,Union,2021-05-26,Lewisburg,Bucknell University,647,573.0
Pennsylvania,Delaware,2021-05-26,Radnor,Cabrini University,114,59.0
Pennsylvania,Bucks,2021-05-26,Langhorne,Cairn University,0,
Pennsylvania,Washington,2021-05-26,California,California University of Pennsylvania,126,102.0
