facility_state,facility_county,nyt_id,facility_name,facility_type,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths
Florida,Miami-Dade,9E28CD00,South Florida Reception Center prison,State prison,1466.0,,210,26,201,0.0
Florida,Palm Beach,C83E7D7B,South Bay Correctional Facility,State prison,1782.0,1787.0,456,8,104,0.0
Florida,Sumter,985301C9,Sumter Correctional Institution,State prison,1281.0,1395.0,109,3,86,0.0
Florida,Suwannee,F3119CD2,Suwannee Correctional Institution,State prison,1933.0,1946.0,884,7,154,0.0
Florida,Taylor,7D742ECA,Taylor Correctional Institution,State prison,2071.0,2192.0,710,5,54,1.0
Florida,Volusia,523CFABC,Tomoka Correctional Institution,State prison,1625.0,1634.0,183,2,78,0.0
Florida,Union,4C67ACEE,Union Correctional Institution,State prison,1926.0,1926.0,194,15,129,0.0
Florida,Wakulla,867320D5,Wakulla Correctional Institution,State prison,2824.0,2872.0,288,6,251,0.0
Florida,Walton,DBDFE143,Walton Correctional Institution,State prison,1439.0,,346,1,76,0.0
Florida,Pasco,228AE758,Zephyrhills Correctional Institution,State prison,687.0,,176,3,84,0.0
Florida,Broward,2A540CF1,Broward Regional Juvenile Detention Center,State juvenile detention,44.0,,7,0,33,0.0
Florida,Palm Beach,22B952FA,Palm Beach Regional Juvenile Detention Center,State juvenile detention,25.0,,2,0,14,0.0
Florida,Miami-Dade,E3303E7A,Miami-Dade Regional Juvenile Detention Center,State juvenile detention,43.0,,15,0,38,0.0
Florida,Collier,2F0B08EB,Collier Regional Juvenile Detention Center,State juvenile detention,28.0,,4,0,5,0.0
Florida,Manatee,47A5FD2F,Manatee Regional Juvenile Detention Center,State juvenile detention,23.0,,4,0,9,0.0
Florida,Orange,234AE3A5,Orange Regional Juvenile Detention Center,State juvenile detention,31.0,,9,0,18,0.0
Florida,Pinellas,9DD19FF6,Pinellas Regional Juvenile Detention Center,State juvenile detention,39.0,,8,0,18,0.0
Florida,Volusia,70867FBD,Volusia Regional Juvenile Detention Center,State juvenile detention,31.0,,8,0,20,0.0
Florida,St. Lucie,CE7F4B93,Saint Lucie Regional Juvenile Detention Center,State juvenile detention,38.0,,7,0,21,0.0
Florida,Leon,28E6A100,Leon Regional Juvenile Detention Center,State juvenile detention,25.0,,1,0,16,0.0
Florida,Brevard,43D92E67,Brevard Regional Juvenile Detention Center,State juvenile detention,9.0,,1,0,8,0.0
Florida,Lee,BAFE9EAE,Southwest Florida Regional Juvenile Detention Center,State juvenile detention,24.0,,6,0,11,0.0
Florida,Duval,FAB4E9AB,Duval Regional Juvenile Detention Center,State juvenile detention,48.0,,16,0,11,0.0
Florida,Escambia,A029DD62,Escambia Regional Juvenile Detention Center,State juvenile detention,20.0,,1,0,26,0.0
Florida,Okaloosa,893DBBC3,Okaloosa Regional Juvenile Detention Center,State juvenile detention,16.0,,0,0,7,0.0
Florida,Bay,C5810FCC,Bay Regional Juvenile Detention Center,State juvenile detention,18.0,,1,0,18,0.0
Florida,Alachua,D37E4193,Alachua Regional Juvenile Detention Center,State juvenile detention,27.0,,2,0,22,0.0
Florida,Marion,F9582AFC,Marion Regional Juvenile Detention Center,State juvenile detention,30.0,,2,0,19,0.0
Florida,Pasco,AB25DDA3,Pasco Regional Juvenile Detention Center,State juvenile detention,12.0,,0,0,6,0.0
Florida,Hillsborough,A0D147DE,Hillsborough Regional Juvenile Detention Center,State juvenile detention,27.0,,0,0,4,0.0
Florida,Broward,09131F23,Broward Youth Treatment Center,State juvenile detention,17.0,,5,0,6,0.0
Florida,Hillsborough,291FE566,Columbus Youth Academy,State juvenile detention,26.0,,1,0,11,0.0
Florida,Okaloosa,DDEDBA18,Crestview Youth Academy,State juvenile detention,28.0,,5,0,16,0.0
Florida,Miami-Dade,81DB39A0,Miami Youth Academy,State juvenile detention,11.0,,6,0,16,0.0
Florida,Miami-Dade,68AFE3CA,Miami Girls Academy,State juvenile detention,9.0,,0,0,6,0.0
Florida,Jackson,D8758E94,Dove Academy,State juvenile detention,16.0,,8,0,23,0.0
Florida,Volusia,6FA828A7,Daytona Juvenile Residential Facility,State juvenile detention,32.0,,5,0,9,0.0
Florida,Palm Beach,63D9D7F7,Palm Beach Youth Academy,State juvenile detention,18.0,,28,0,24,0.0
Florida,Palm Beach,CF7A0FBF,Palm Beach Youth Academy Substance Abuse,State juvenile detention,34.0,,15,0,0,0.0
Florida,Okeechobee,618FF770,Okeechobee Youth Development Center,State juvenile detention,1.0,,16,0,5,0.0
Florida,Okeechobee,55351E88,Okeechobee Youth Treatment Center,State juvenile detention,,,0,0,4,0.0
Florida,Okeechobee,36DB67E5,Okeechobee Girls Academy,State juvenile detention,,,1,0,5,0.0
Florida,Okeechobee,59FF1537,Okeechobee Sex Offender Facility,State juvenile detention,4.0,,2,0,2,0.0
Florida,Okeechobee,AF4F3A85,Okeechobee juvenile center,State juvenile detention,13.0,,17,0,4,0.0
Florida,Okeechobee,C1476E6E,Okeechobee youth halfway house,State juvenile detention,,,0,0,2,0.0
Florida,Gadsden,7A8DA44F,Oak Grove Academy,State juvenile detention,18.0,,9,0,15,0.0
Florida,Walton,CB478211,Walton Academy,State juvenile detention,30.0,,33,0,22,0.0
Florida,Escambia,B398871C,Escambia Boys' Base center,State juvenile detention,10.0,,8,0,13,0.0
Florida,Osceola,35F3D620,Kissimmee Youth Academy,State juvenile detention,53.0,,5,0,16,0.0
Florida,Hillsborough,787BAFFF,Lake Academy for juveniles,State juvenile detention,22.0,,22,0,6,0.0
Florida,Union,CBB87533,Redwood Youth Academy,State juvenile detention,21.0,,16,0,3,0.0
Florida,Okaloosa,7070BB8B,Okaloosa Youth Academy,State juvenile detention,30.0,,23,0,28,0.0
Florida,Hillsborough,3AA35E4D,Hillsborough Girls Academy,State juvenile detention,15.0,,4,0,7,0.0
Florida,Duval,CC27D73D,Duval Academy,State juvenile detention,10.0,,3,0,6,0.0
Florida,Broward,AD3D6356,Pompano Youth Treatment Center,State juvenile detention,16.0,,16,0,14,0.0
Florida,Citrus,7EDFCF33,Cypress Creek Treatment Center,State juvenile detention,21.0,,7,0,9,0.0
Florida,Citrus,81830716,Cypress Creek youth center,State juvenile detention,,,17,0,11,0.0
Florida,Marion,8AAB231F,Marion Youth Academy,State juvenile detention,30.0,,4,0,7,0.0
Florida,Orange,D77430D9,Orange Youth Academy,State juvenile detention,35.0,,1,0,14,0.0
Florida,Lake,95E70DE3,Hope Forest Academy,State juvenile detention,11.0,,5,0,7,0.0
Florida,Madison,D0CAC93C,JoAnn Bridges Academy,State juvenile detention,9.0,,1,0,10,0.0
Florida,Liberty,26C4BC7C,Juvenile Unit for Specialized Treatment,State juvenile detention,14.0,,8,0,8,0.0
Florida,St. Johns,DBD594DC,Hastings Comprehensive Treatment youth facility,State juvenile detention,24.0,,12,0,19,0.0
Florida,St. Johns,D3142189,Saint John's Youth Academy,State juvenile detention,55.0,,26,0,4,0.0
Florida,Marion,7575E112,Center for Success and Independence-Ocala for juveniles,State juvenile detention,26.0,,20,0,2,0.0
Florida,Harris,21831D9C,Center for Success and Independence Substance Abuse for juveniles,State juvenile detention,20.0,,20,0,24,0.0
Florida,Hernando,7713D2BB,Brooksville youth center,State juvenile detention,35.0,,7,0,12,0.0
Florida,Hillsborough,6D7AED74,Les Peters youth center,State juvenile detention,10.0,,0,0,10,0.0
Florida,Brevard,5E4670FA,Melbourne Center for Personal Growth youth center,State juvenile detention,12.0,,0,0,6,0.0
Florida,Hillsborough,B2F1149B,Tampa residential youth facility,State juvenile detention,31.0,,1,0,4,0.0
Florida,Pasco,7229BDA2,Central Pasco Girls Academy,State juvenile detention,14.0,,13,0,8,0.0
Florida,Polk,0B203771,Bartow Youth Academy,State juvenile detention,,,2,0,1,0.0
Florida,Hillsborough,3F2E6CAB,Youth Environmental Services center,State juvenile detention,7.0,,0,0,2,0.0
Florida,Alachua,D97096F7,Alachua youth academy,State juvenile detention,11.0,,0,0,7,0.0
Florida,Brevard,6AD411D3,Brevard Group Treatment Home youth center,State juvenile detention,12.0,,0,0,3,0.0
Florida,St. Johns,281F2469,Gulf Academy for juveniles,State juvenile detention,24.0,,11,0,3,0.0
Florida,Polk,C4E70D87,Polk youth halfway house,State juvenile detention,,,0,0,4,0.0
Florida,Duval,E1D49F9E,Jacksonville Youth Academy,State juvenile detention,,,0,0,7,0.0
Florida,Liberty,E4E8FC18,Twin Oaks youth center,State juvenile detention,,,5,0,0,0.0
Florida,Okeechobee,69488936,Everglades Youth Academy,State juvenile detention,,,0,0,3,0.0
Georgia,Appling,4677D972,Appling Integrated Treatment Facility prison,State rehabilitation center,,,17,0,7,0.0
Georgia,Fulton,A9AD6245,Atlanta Transitional Center prison,State prison,275.0,,20,0,6,0.0
Georgia,Richmond,086F19B1,Augusta State Medical Prison,State facility,1096.0,,264,6,121,1.0
Georgia,Richmond,DE138128,Augusta Transitional Center prison,State prison,205.0,,16,0,12,0.0
Georgia,Mitchell,FE465BA2,Autry State Prison,State prison,1053.0,1287.0,107,3,27,0.0
Georgia,Bacon,4C51719F,Bacon Probation Detention Center,State prison,44.0,,26,0,17,0.0
Georgia,Decatur,0772A3DE,Bainbridge Probation Sustance Abuse Treatment Center prison,State rehabilitation center,,,90,0,27,0.0
Georgia,Baldwin,E192DDA6,Baldwin State Prison,State prison,815.0,930.0,31,2,51,0.0
Georgia,Bleckley,EE4C16AE,Bleckley Probation Substance Abuse Treatment Center,State rehabilitation center,,,66,0,20,0.0
Georgia,Bulloch,D1E53C62,Bulloch County Correctional Institution,State prison,142.0,153.0,2,0,0,0.0
Georgia,Monroe,D3064AA5,Burruss Correctional Training Center prison,State prison,641.0,704.0,29,1,23,0.0
Georgia,Union,BABE76A0,Colwell Probation Detention Center,State prison,,,48,0,6,0.0
Georgia,Calhoun,72CBD987,Calhoun State Prison,State prison,1518.0,1639.0,59,2,36,1.0
Georgia,Carroll,E885CC2D,Carroll County Correctional Institution,State prison,188.0,,18,0,0,0.0
Georgia,Bibb,19680A3D,Central State Prison,State prison,1019.0,1121.0,36,0,52,0.0
Georgia,Troup,1537F1CC,Charles D. Hudson Transitional Center prison,State prison,153.0,,2,0,3,0.0
Georgia,Clarke,07429F05,Clarke County Correctional Institution,State prison,130.0,144.0,17,0,0,0.0
Georgia,Clayton,8A5A9C67,Clayton County prison,State prison,218.0,,15,0,0,0.0
Georgia,Clayton,E51F26C5,Clayton Transitional Center prison,State prison,361.0,,7,0,11,0.0
Georgia,Chatham,8302E6ED,Coastal State Prison,State prison,954.0,1493.0,128,8,48,0.0
Georgia,Coffee,F4525AFF,Coffee Correctional Facility,State prison,2242.0,2542.0,238,5,0,0.0
Georgia,Colquitt,EEF54F4A,Colquitt County Prison,State prison,190.0,190.0,11,0,0,0.0
Georgia,Muscogee,4A356422,Columbus Transitional Center prison,State prison,137.0,,9,0,5,0.0
Georgia,Coweta,351D3A0C,Coweta County prison,State prison,165.0,,84,0,0,0.0
Georgia,Decatur,E9C81957,Decatur County Correctional Institution,State prison,169.0,171.0,2,0,0,0.0
Georgia,Dodge,65052EFD,Dodge State Prison,State prison,1111.0,1210.0,39,3,33,1.0
Georgia,Dooly,A3F08AB9,Dooly State Prison,State prison,1434.0,1672.0,80,4,27,0.0
Georgia,Effingham,FBD84796,Effingham County Correctional Institution,State prison,182.0,190.0,49,0,0,0.0
Georgia,Emanuel,8ED76D67,Emanuel Probation Detention Center,State prison,,,12,0,11,0.0
Georgia,Emanuel,3D088022,Emanuel Women's Facility prison,State prison,237.0,328.0,30,0,25,0.0
Georgia,Floyd,B4C63E8A,Floyd County Correctional Institution,State prison,385.0,445.0,0,0,0,0.0
Georgia,Butts,583CDDE4,Georgia Diagnostic and Classification Prison Special Management Unit,State prison,1191.0,,0,0,12,0.0
Georgia,Butts,7BE52E08,Georgia Diagnostic and Classification prison,State prison,2487.0,3776.0,280,7,80,0.0
Georgia,Tattnall,98E5A446,Georgia State Prison,State prison,1421.0,1457.0,33,3,45,0.0
Georgia,Gwinnett,B78426E9,Gwinnett County Correctional Institution,State prison,163.0,175.0,73,0,0,0.0
Georgia,Hall,870406F4,Hall County Correctional Institution,State prison,164.0,196.0,4,0,0,0.0
Georgia,Hancock,627B87BC,Hancock State Prison,State prison,1001.0,1083.0,128,0,24,0.0
Georgia,Harris,C7960DF3,Harris County Correctional Institution,State prison,133.0,144.0,3,0,0,0.0
Georgia,Chattooga,95E66327,Hays State Prison,State prison,1020.0,1051.0,43,0,40,0.0
Georgia,DeKalb,34EEA463,Helms Facility prison,State prison,16.0,33.0,0,0,7,0.0
Georgia,Jackson,61415733,Jackson County Correctional Institution,State prison,139.0,151.0,0,0,0,0.0
Georgia,Jefferson,CF4D0027,Jefferson County Correctional Institution,State prison,176.0,189.0,4,0,0,0.0
Georgia,Jenkins,06165230,Jenkins Correctional Center,State prison,925.0,993.0,31,4,0,0.0
Georgia,Johnson,FB85D93B,Johnson State Prison,State prison,1285.0,1450.0,131,2,26,0.0
Georgia,Habersham,A30EDA5B,Lee Arrendale State Prison,State prison,1356.0,1426.0,106,0,48,0.0
Georgia,Habersham,EBC423FC,Lee Arrendale Transitional Center prison,State prison,136.0,,1,0,3,0.0
Georgia,Lee,45CBA8D5,Lee State Prison,State prison,585.0,738.0,28,2,48,0.0
Georgia,Long,DC8E43F0,Long State Prison,State prison,127.0,151.0,9,1,19,0.0
Georgia,Macon,7179AEAF,Macon State Prison,State prison,1539.0,1650.0,36,2,66,0.0
Georgia,Bibb,1197E8DB,Macon Transitional Center prison,State prison,161.0,,10,1,4,0.0
Georgia,Houston,8709D807,McEver Probation Detention Center,State prison,,,34,0,16,0.0
Georgia,DeKalb,B1B80A7B,Metro Reentry Facility prison,State prison,355.0,,4,0,28,0.0
Georgia,DeKalb,D4721EE2,Metro Transitional Center prison,State prison,232.0,,10,0,12,0.0
Georgia,Mitchell,FADDB870,Mitchell County Correctional Institute,State prison,119.0,134.0,3,0,0,0.0
Georgia,Montgomery,E7B3C3F1,Montgomery State Prison,State prison,294.0,371.0,22,1,27,0.0
Georgia,Muscogee,ED55B20C,Muscogee County Correctional Institution,State prison,472.0,513.0,4,0,0,0.0
Georgia,Catoosa,B1CBC172,Northwest Residential Substance Abuse Treatment prison,State prison,,,18,0,0,0.0
Georgia,Lanier,DC5DF811,Patten Probation Detention Center,State prison,,,15,0,13,0.0
Georgia,Paulding,FA6FC9BE,Paulding Residential Substance Abuse Treatment prison,State prison,,,51,0,27,0.0
Georgia,Gwinnett,1823CD93,Phillips State Prison,State prison,857.0,1033.0,112,1,52,0.0
Georgia,Gwinnett,20CB67E4,Phillips Transitional Center prison,State prison,203.0,,9,0,3,0.0
Georgia,Pulaski,A61BDCDF,Pulaski State Prison,State prison,961.0,1115.0,118,1,63,0.0
Georgia,Richmond,7C961632,Richmond County Correctional Institution,State prison,164.0,173.0,12,0,0,0.0
Georgia,Baldwin,2F6B73F9,Riverbend Correctional Facility,State prison,1264.0,1429.0,18,3,0,0.0
Georgia,Tattnall,4F145C58,Rogers State Prison,State prison,1269.0,1344.0,19,1,28,0.0
Georgia,Muscogee,9D150BA5,Rutledge State Prison,State prison,549.0,634.0,26,2,28,0.0
Georgia,Screven,D2234CF9,Screven County Correctional Institution,State prison,126.0,145.0,0,0,0,0.0
Georgia,Tattnall,66098D42,Smith State Prison,State prison,1428.0,1445.0,26,1,22,0.0
Georgia,Evans,E58EF15E,Smith Transitional Center prison,State prison,164.0,,10,0,3,0.0
Georgia,Spalding,2F630DD4,Spalding County Correctional Institution,State prison,358.0,384.0,0,0,0,0.0
Georgia,Sumter,45E97E0D,Sumter County Correctional Institution,State prison,294.0,357.0,0,0,0,0.0
Georgia,Telfair,D224ED0B,Telfair State Prison,State prison,1255.0,1290.0,81,6,34,0.0
Georgia,Terrell,55225E72,Terrell County Correctional Institution,State prison,124.0,142.0,0,0,0,0.0
Georgia,Treutlen,1F28936E,Treutlen Probation Detention Center,State prison,,,65,0,25,0.0
Georgia,Turner,D9796D7C,Turner Residential Substance Abuse Treatment prison,State rehabilitation center,,,49,0,19,0.0
Georgia,Lowndes,409D3BBC,Valdosta State Prison,State prison,779.0,813.0,56,0,93,0.0
Georgia,Lowndes,D45BF0B8,Valdosta Transitional Center prison,State prison,156.0,,6,0,13,0.0
Georgia,Walker,83F483F5,Walker State Prison,State prison,378.0,393.0,64,1,34,0.0
Georgia,Ware,A57E2828,Ware State Prison,State prison,1166.0,1492.0,32,4,64,0.0
Georgia,Washington,BE7CB179,Washington State Prison,State prison,1447.0,1500.0,43,0,9,0.0
Georgia,Pike,205D8745,West Central Integrated Treatment Facility,State rehabilitation center,,,45,0,28,0.0
Georgia,Wheeler,AD84E306,Wheeler Correctional Facility,State prison,2292.0,2692.0,172,13,0,0.0
Georgia,Hart,6884EB85,Whitworth Women's Facility prison,State prison,233.0,319.0,21,1,22,0.0
Georgia,Wilcox,67F6A17A,Wilcox State Prison,State prison,1601.0,1780.0,71,3,37,1.0
Georgia,Evans,44AD6423,Women's Probation Detention Center,State prison,,,29,0,13,0.0
Hawaii,Honolulu,A61381D2,Halawa Correctional Facility,State prison,496.0,887.0,546,7,81,0.0
Hawaii,Hawaii,C6C1483D,Kulani Correctional Facility,State prison,164.0,184.0,0,0,1,0.0
Hawaii,Honolulu,C0B5AE56,Women's Community Correctional Center,State prison,219.0,244.0,0,0,3,0.0
Hawaii,Honolulu,935EE345,Waiawa Correctional Facility,State prison,266.0,266.0,213,0,14,0.0
Idaho,Ada,A31153F5,Idaho Maximum Security Institution,State prison,528.0,533.0,7,0,41,0.0
Idaho,Clearwater,235D3428,Idaho Correctional Institution Orofino,State prison,532.0,598.0,335,0,43,0.0
Idaho,Ada,F52B9320,Idaho State Correctional Center,State prison,2015.0,2048.0,1325,0,93,0.0
Idaho,Ada,B8BD791D,Idaho State Correctional Institution,State prison,1330.0,1530.0,826,0,101,0.0
Idaho,Idaho,EA5E6F33,North Idaho Correctional Institution,State prison,379.0,423.0,191,0,15,0.0
Idaho,Bannock,4F5ACA19,Pocatello Women's Correctional Center,State prison,265.0,347.0,46,0,9,0.0
Idaho,Fremont,AD056FD9,Saint Anthony Work Camp,State work camp,254.0,,119,0,18,0.0
Idaho,Ada,CF9D3B3B,South Boise Women's Correctional Center,State prison,185.0,301.0,58,0,23,0.0
Idaho,Ada,A02F000E,South Idaho Correctional Institution,State prison,325.0,763.0,496,0,31,0.0
Idaho,Ada,0115D576,Correctional Alternative Placement Program facility,State rehabilitation center,368.0,,267,0,0,0.0
Idaho,Ada,FDFFAC5D,East Boise Community Work Center,State prison,127.0,,124,0,5,0.0
Idaho,Bonneville,7934A762,Treasure Valley Community Reentry Center,State prison,74.0,,33,0,1,0.0
Idaho,Canyon,8080CFAB,Nampa Community Reentry Center,State prison,105.0,,77,0,2,0.0
Idaho,Bonneville,FA5323D0,Idaho Falls Community Reentry Center,State prison,78.0,,70,0,5,0.0
Texas,Maverick,201C439D,Eagle Pass Correctional Facility,State prison,,,12,0,0,0.0
Illinois,Jefferson,6D0BE33B,Big Muddy River Correctional Center,State prison,1109.0,1222.0,371,5,105,0.0
Illinois,Clinton,FC252743,Centralia Correctional Center,State prison,1198.0,,131,2,146,0.0
Illinois,Cook,161CF82A,Crossroads Adult Transition Center,State prison,67.0,,18,0,2,0.0
Illinois,Vermilion,CF6D0C55,Danville Correctional Center,State prison,1539.0,,968,4,156,0.0
Illinois,Macon,6C94E50C,Decatur Correctional Center,State prison,364.0,,84,1,50,0.0
Illinois,Lee,27B9013F,Dixon Correctional Center,State prison,1458.0,2226.0,585,10,281,0.0
Illinois,Rock Island,5405A1CB,East Moline Correctional Center,State prison,803.0,1209.0,395,4,86,0.0
Illinois,Cook,DED9151A,Elgin Treatment Center prison,State rehabilitation center,16.0,,0,0,18,0.0
Illinois,Kane,12B5DAFC,Fox Valley Adult Transition Center,State prison,33.0,,4,0,9,0.0
